Master Catalog,Identifier,Parent Identifier,Name US,URL keyword,Page title,Meta description,Facet Management,STORE,Short Description,Published
TRUE,Price-Sheets-ProTeam-Sales,Literature,Price-Sheets-ProTeam-Sales,m-price-sheets-proteam-sales,,,,PROTEAM,,TRUE
FALSE,Primary-Isolation-Root-Valves,Instrumentation-Valves,Primary Isolation / Root Valves,primary-isolation-root-valves,Products - Primary Isolation / Root Valves | Emerson,Browse Primary Isolation / Root Valves,Manufacturer|EMR Actuation|EMR Body Material|EMR Valve Function|EMR Media|EMR Pipe Port Size|EMR Flow Range Cv|EMR Max Operating Pressure Range|EMR Voltage|EMR Frequency|EMR Certifications|EMR Application|EMR Industry,EMR,,TRUE
FALSE,Process-Gas-Chromatographs,Gas-Analysis,Process Gas Chromatographs,process-gas-chromatographs,Products - Process Gas Chromatographs | Emerson,Browse Process Gas Chromatographs products,Manufacturer|EMR Industry|EMR Compatability|EMR Product Type|EMR Item Type|EMR Detected Gas|EMR Communication Protocol|,EMR,,TRUE
FALSE,Production-Management-Software,Reservoir-Management-Software,Production Management Software,production-management-software,Products - Production Management Software|Emerson,Browse Production Management Software products,,EMR,,TRUE
FALSE,Production-Performance,Consulting-Services,Production Performance,production-performance,Consulting Services - Production Performance | Emerson,Browse Production Performance Consulting Services,Manufacturer,EMR,,TRUE
TRUE,Product-Updates,Literature,Product-Updates,m-product-updates,,,,PROTEAM,,TRUE
FALSE,Professional,Thermostats,Professional,professional,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Programmable,Thermostats,Programmable,programmable,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Project-Optimization,Consulting-Services,Project Optimization,project-optimization,Consulting Services - Project Optimization | Emerson,Browse Project Optimization Consulting Services,Manufacturer,EMR,,TRUE
FALSE,Project-Services,Services-Consulting,Project Services,project-services,Services and Consulting - Project Services | Emerson,Browse Project Services for Services and Consulting,Manufacturer,EMR,,TRUE
TRUE,ProPartner-Information,Literature,ProPartner-Information,m-propartner-information,,,,PROTEAM,ProPartner-Information,TRUE
FALSE,Proportional-Valves-MP,Microfluidic-Products,Proportional Valves,proportional-valves-mp,Products - Proportional Valves | Emerson,Browse Proportional Valves ,Manufacturer|EMR Actuation|EMR Body Material|EMR Valve Function|EMR Media|EMR Pipe Port Size|EMR Flow Range Cv|EMR Max Operating Pressure Range|EMR Voltage|EMR Frequency|EMR Certifications|EMR Application|EMR Industry,EMR,,TRUE
FALSE,Proportional-Valves-SV,Solenoid-Valves,Proportional Valves,proportional-valves-sv,Products - Proportional Valves | Emerson,Browse Proportional Valves ,Manufacturer|EMR Actuation|EMR Body Material|EMR Valve Function|EMR Media|EMR Pipe Port Size|EMR Flow Range Cv|EMR Max Operating Pressure Range|EMR Voltage|EMR Frequency|EMR Certifications|EMR Application|EMR Industry,EMR,,TRUE
FALSE,Pro-Series-Disposals,Garbage-Disposals,PRO Series Disposals,pro-series-disposals,PRO Series Garbage Disposals | InSinkErator,InSinkErator household Pro Series garbage disposals provide the highest power & quality for professionals. View our Pro Series Disposals here.,EMR Power Cord Attached|EMR Horsepower Range|EMR Stages,ISE,,FALSE
TRUE,PRO-SERIES-FANS,EMERSON-FANS,Pro Series,m-pro-series-fans,,,,FAN,Pro Series,TRUE
TRUE,ProTeam-Images-Logos,Literature,ProTeam Images & Logos,m-proteam-images-logos,,,,PROTEAM,,TRUE
FALSE,ProTeam-S-Accessories-And-Miscellaneous,ProTeam-S-Filter-Tools-And-Parts,Accessories and Miscellaneous,vacuum-accessories,"ProTeam Vacuum Accessories & Miscellaneous | Vacuum Parts, Filters & Attachments | ProTeam Vacuums",Browse ProTeam vacuum accessories and miscellaneous vacuum cleaner items. Shop now and Clean Like a Pro with ProTeam Vacuums.,,PROTEAM,Our specialty accessories were designed to solve specific challenges. Browse to find advanced cleaning options for your facility.,TRUE
FALSE,ProTeam-S-Backpack-Vacuums,ProTeam-S-Vacuums,Backpack Vacuums,backpack-vacuum-cleaners,Commercial Backpack Vacuum Cleaners | ProTeam Backpack Vacuums | ProTeam Vacuums,"Browse all ProTeam Commercial Backpack Vacuum Cleaners, read backpack vacuum reviews and find the best ProTeam backpack vacuum. Shop now and Clean Like a Pro.",,PROTEAM,All vacuums are shown with the standard attachment kit. Click through to the product page and scroll down to see alternative kit configurations.,TRUE
FALSE,ProTeam-S-Canister-Vacuums,ProTeam-S-Vacuums,Canister Vacuums,canister-vacuum-cleaners,Commercial Canister Vacuum Cleaners | ProTeam Canister Vacuums | ProTeam Vacuums,"Browse the full line of ProTeam Canister Vacuum Cleaners, read canister vacuum reviews and find the best canister vacuum cleaner. Clean Like a Pro with ProTeam.",,PROTEAM,All vacuums are shown with the standard attachment kit. Click through to the product page and scroll down to see alternative kit configurations.,TRUE
FALSE,ProTeam-S-Cordless-Vacuums,ProTeam-S-Vacuums,Cordless Vacuums,cordless-vacuum-cleaners,Commercial Cordless Vacuums | ProTeam Cordless Vacuum Cleaners | ProTeam Vacuums,Browse the full line of ProTeam Cordless Vacuums and Backpack Vacuum Cleaners. Clean like a pro with the best cordless vacuums from ProTeam.,,PROTEAM,All vacuums are shown with the standard attachment kit. Click through to the product page and scroll down to see alternative kit configurations.,TRUE
FALSE,ProTeam-S-Filters,ProTeam-S-Filter-Tools-And-Parts,Filters,vacuum-cleaner-filters,"ProTeam Vacuum Filters & Filter Bags | Vacuum Parts, Filters & Attachments | ProTeam Vacuums","Browse ProTeam vacuum filters, including fine dust filters, foam filters, HEPA and ULPA filters, filter bags and more. Shop now and Clean Like a Pro.",EMR Filter Type|EMR Dry Fit - qt or L,PROTEAM,The secret to Cleaning for Health is our advanced filtration system. Keep every filter in good working condition for reliable capture of many allergens and asthma triggers.,TRUE
FALSE,ProTeam-S-Filter-Tools-And-Parts,PROTEAM_SALES_CATALOG,"Filter, Tools and Parts",proteam-s-filter-tools-and-parts,,,,PROTEAM,"Filter, Tools and Parts",TRUE
FALSE,ProTeam-S-Filter-Tools-And-Parts-Browse-All,ProTeam-S-Filter-Tools-And-Parts,Browse All,vacuum-parts-filters-tools,"Browse All Vacuum Accessories & Parts | ProTeam Vacuum Parts, Filters & Attachments | ProTeam Vacuums","Shop ProTeam vacuum parts, filters, filter bags, accessories, attachments, tools and more. Browse our full line of products and Clean Like a Pro with ProTeam.",EMR More Ways To Shop|EMR Application|EMR Dry Fit - qt or L|EMR Filter Type,PROTEAM,,TRUE
FALSE,ProTeam-S-Hipstyle-Vacuums,ProTeam-S-Vacuums,Hipstyle Vacuums,hip-vacuum-shoulder-vacuums,Hipstyle Portable Vacuum Cleaners | ProTeam Hip Vacuums & Shoulder Vacuums | ProTeam Vacuums,"Browse the full line of ProTeam Portable Vacuum Cleaners and other portable vacuums, hip vacuums, shoulder vacs and backpack vacs. Clean Like a Pro with ProTeam",,PROTEAM,All vacuums are shown with the standard attachment kit. Click through to the product page and scroll down to see alternative kit configurations.,TRUE
FALSE,ProTeam-S-Kits,ProTeam-S-Filter-Tools-And-Parts,Kits,vacuum-cleaner-kits,"ProTeam Vacuum Kits | Vacuum Parts, Filters & Attachments | ProTeam Vacuums","Browse ProTeam vacuum kits, including accessories, attachment and tools for any cleaning job. Shop now and Clean Like a Pro with ProTeam Vacuums.",EMR Application,PROTEAM,Vacuum all types of flooring and beyond. Our tool kits tackle unwanted dust and soil everywhere from the baseboards to the rafters.,TRUE
FALSE,ProTeam-S-Parts-List,PROTEAM_SALES_CATALOG,Parts List,proteam-s-parts-list,,,,PROTEAM,,TRUE
FALSE,ProTeam-S-Replacement-Parts,ProTeam-S-Filter-Tools-And-Parts,Replacement Parts,vacuum-parts,"ProTeam Vacuum Cleaner Parts | Vacuum Parts, Filters & Attachments | ProTeam Vacuums",Browse ProTeam vacuum cleaner parts for ProTeam vacuums. Shop now and Clean Like a Pro with ProTeam Vacuums.,,PROTEAM,"In the tough world of cleaning, even durable vacuums need to be serviced. By keeping a regular maintenance schedule and replacing parts as they show signs of decline, you will keep your ProTeam vacuum in top cleaning condition for many years to come.",TRUE
FALSE,Proteam-S-Tools,ProTeam-S-Filter-Tools-And-Parts,Tools,vacuum-cleaner-tools,ProTeam Vacuum Tools | Vacuum Accessories | ProTeam Vacuums,Browse ProTeam vacuum cleaner attachments and ProTeam vacuum accessories. Shop our full line of cleaning products and Clean Like a Pro with ProTeam.,EMR Application,PROTEAM,Every facility is different. Our complete suite of attachment tools will meet any cleaning challenge and capture even the toughest dirt.,TRUE
FALSE,ProTeam-S-Upright-Vacuums,ProTeam-S-Vacuums,Upright Vacuums,upright-vacuum-cleaners,Commercial Upright Vacuums | ProTeam Upright Vacuum Cleaners | ProTeam Vacuums,Browse the full line of ProTeam Upright Vacuums and HEPA Uprights. Shop Commercial Upright Vacuum Cleaners and start cleaning like a pro with ProTeam vacuums.,,PROTEAM,All vacuums are shown with the standard attachment kit. Click through to the product page and scroll down to see alternative kit configurations.,TRUE
FALSE,ProTeam-S-Vacuums,PROTEAM_SALES_CATALOG,Vacuums,proteam-s-vacuums,,,,PROTEAM,Vacuums,TRUE
FALSE,ProTeam-S-Vacuums-Browse-All,ProTeam-S-Vacuums,Browse All,vacuums,"Browse All Vacuums | ProTeam Backpack Vacuums, Canister Vacuums, Upright Vacuums & Wet Dry Vacuums | ProTeam Vacuums","Shop ProTeam commercial backpack vacuums, canister vacuums, upright vacuums, high performance wet dry vacuums and more. Start cleaning like a pro with ProTeam.",EMR More Ways To Shop|EMR Application|EMR Dry Fit - qt or L,PROTEAM,,TRUE
FALSE,ProTeam-S-Wands,ProTeam-S-Filter-Tools-And-Parts,Wands,vacuum-cleaner-wands-attachments,"ProTeam Vacuum Cleaner Extension Wands | Vacuum Parts, Filters & Attachments | ProTeam Vacuums",Browse ProTeam vacuum wands and extension wands for ProTeam vacuums. Shop now and Clean Like a Pro with ProTeam Vacuums.,,PROTEAM,"Our lightweight wands stand in the gap between you and the surfaces you clean. Choose from options for optimal speed, reach, and maneuverability to achieve your cleaning goals.",TRUE
FALSE,ProTeam-S-Wet-Dry-Vacuums-And-Airmovers,ProTeam-S-Vacuums,Wet/Dry Vacuums And Airmovers,industrial-shop-vacuum-cleaners-air-movers,Commercial Wet Dry Vacuums | ProTeam Industrial Shop Vacuum Cleaners | ProTeam Vacuums,Browse the fill line of ProTeam Wet Dry Vacuum Cleaners. Shop our full line of Commercial Wet Dry Vacuum Cleaners and Industrial Shop Vacuums. Clean Like a Pro.,,PROTEAM,All vacuums are shown with the standard attachment kit. Click through to the product page and scroll down to see alternative kit configurations.,TRUE
FALSE,Prover-Systems,Flow,Prover Systems,prover-systems,Products - Prover Systems | Emerson,Browse Prover Systems products,EMR Industry|EMR Instrument Type|EMR Technology Type|EMR Line Size,EMR,,TRUE
FALSE,Proximity-Sensors,Sensors-Controls,Proximity Sensors,proximity-sensors,Products - Proximity Sensors | Emerson,Browse Proximity Sensors ,EMR Industry|EMR Product Series|EMR Cylinder series|EMR Slot width|EMR Output Signal|EMR Electrical Connection Type|EMR Number of Wires|EMR Protection class|EMR Supply voltage DC max.,EMR,,TRUE
FALSE,Pulper-Systems,Foodservice-Equipment,Pulper Systems,pulper-systems,Commercial Pulper Systems | InSinkErator,InSinkErator foodservice pulper systems reduce bagged waste. Find out how you can turn 10 bags of food waste into 2 - learn more today!,,ISE,,TRUE
FALSE,Pulse-Valves,Solenoid-Valves,Pulse Valves,pulse-valves,Products - Pulse Valves | Emerson,Browse Pulse Valves ,Manufacturer|EMR Actuation|EMR Body Material|EMR Valve Function|EMR Media|EMR Pipe Port Size|EMR Flow Range Cv|EMR Max Operating Pressure Range|EMR Voltage|EMR Frequency|EMR Certifications|EMR Application|EMR Industry,EMR,,TRUE
FALSE,Pulse-Valves,Dust-Collector-Products,Pulse Valves,pulse-valves,Products - Pulse Valves | Emerson,Browse Pulse Valves ,Manufacturer|EMR Actuation|EMR Body Material|EMR Valve Function|EMR Media|EMR Pipe Port Size|EMR Flow Range Cv|EMR Max Operating Pressure Range|EMR Voltage|EMR Frequency|EMR Certifications|EMR Application|EMR Industry,EMR,,TRUE
FALSE,Pump-Protection,Steam-Traps-Valves-Level-Gauges,Pump Protection,pump-protection,Products - Pump Protection | Emerson,,,EMR,,TRUE
FALSE,Quantum-Cascade-Laser-Analyzers,Gas-Analysis,Quantum Cascade Laser Analyzers,quantum-cascade-laser-analyzers,Products - Quantum Cascade Laser Analyzers | Emerson,Browse Quantum Cascade Laser Analyzers products,Manufacturer|EMR Industry|EMR Compatability|EMR Product Type|EMR Item Type|EMR Detected Gas|EMR Communication Protocol|,EMR,,TRUE
FALSE,Quarter-turn Actuators,Actuators,Quarter-turn Actuators,quarter-turn-actuators,Products - Quarter-turn Actuators|Emerson,Browse Quarter-turn Actuators products,Manufacturer|EMR Product Type|EMR Industry|EMR Application|EMR Actuation|EMR Power Source|EMR Control Type|EMR Valve Type|EMR Certifications|EMR Area Classification|EMR Operating Pressure|EMR Operating Temperature,EMR,,TRUE
FALSE,Quick-Exhaust-Valves,Flow-Valves-Block-Valves,Quick Exhaust Valves,quick-exhaust-valves,Products - Quick Exhaust Valves | Emerson,Browse Quick Exhaust Valves ,EMR Industry|EMR Product Series|EMR Compressed air connection type|EMR Compressed air connection|EMR Compressed air connection type 2|EMR Compressed air connection 2|EMR Housing Material|EMR Sealing Material,EMR,,TRUE
FALSE,Reciprocating-Compressors,Industrial-Refrigeration,Reciprocating Compressors,reciprocating-compressors,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
TRUE,Recommended-Stock-Parts,Literature,Recommended-Stock Parts,m-recommended-stock-parts,,,,PROTEAM,,TRUE
FALSE,Reels-Switches,Electrical-Components-Lighting,Reels and Switches,reels-switches,Products - Reels and Switches|Emerson,Browse Reels and Switches products,EMR Industry,EMR,,TRUE
FALSE,Refrigerant-Leak-Detectors,Facility-Controls-and-Electronics,Refrigerant Leak Detectors,refrigerant-leak-detectors,,,EMR Platform|Manufacturer|EMR Industry|EMR Sensitivity|,CLIMATE,,TRUE
FALSE,Refrigerant-Level-Monitors,Sensors,Refrigerant Level Monitors,refrigerant-level-monitors,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Refrigeration,Climate-Technologies,Refrigeration,refrigeration,,,EMR Platform|Manufacturer|EMR Industry|EMR Refrigerant Type|EMR Product Type|EMR Capacity Range|EMR Application|EMR Voltage|EMR Frequency|EMR Number of Phases,CLIMATE,,TRUE
FALSE,Refrigeration-Discus,Commercial-Refrigeration-Compressors,Refrigeration Discus,refrigeration-discus,,,EMR Platform|Manufacturer|EMR Industry|EMR Refrigerant Type|EMR Product Type|EMR Capacity Range|EMR Application|EMR Voltage|EMR Frequency|EMR Number of Phases|EMR EER,CLIMATE,,TRUE
FALSE,Refrigeration-Hermetic,Commercial-Refrigeration-Compressors,Refrigeration Hermetic,refrigeration-hermetic,,,EMR Platform|Manufacturer|EMR Industry|EMR Refrigerant Type|EMR Product Type|EMR Capacity Range|EMR Application|EMR Voltage|EMR Frequency|EMR Number of Phases|EMR EER,CLIMATE,,TRUE
FALSE,Refrigeration-Scroll,Commercial-Refrigeration-Compressors,Refrigeration Scroll,refrigeration-scroll,,,EMR Platform|Manufacturer|EMR Industry|EMR Refrigerant Type|EMR Product Type|EMR Capacity Range|EMR Application|EMR Voltage|EMR Frequency|EMR Number of Phases|EMR EER,CLIMATE,,TRUE
FALSE,Refrigeration-Semi-Hermetic,Commercial-Refrigeration-Compressors,Refrigeration Semi-Hermetic,refrigeration-semi-hermetic,,,EMR Platform|Manufacturer|EMR Industry|EMR Refrigerant Type|EMR Product Type|EMR Capacity Range|EMR Application|EMR Voltage|EMR Frequency|EMR Number of Phases|EMR EER,CLIMATE,,TRUE
FALSE,Regulator-Accessories,Regulators-Relief-Valves,Regulator Accessories,regulator-accessories,Products - Regulator Accessories | Emerson,Browse Regulator Accessories,EMR Part Type,EMR,,TRUE
FALSE,Regulator-Spare-Parts,Regulators-Relief-Valves,Regulator Spare Parts,regulator-spare-parts,Products - Regulator Spare Parts | Emerson,Browse Regulator Spare Parts,EMR Part Type,EMR,,TRUE
FALSE,Regulators-Relief-Valves,Valves-Actuators-Regulators,Regulators,regulators,Products - Regulators|Emerson,Browse Regulators products,Manufacturer|EMR Product Type|EMR Industry|EMR Segment|EMR Application|EMR Material|EMR Certifications|EMR Valve Size|EMR Process Connection Type|EMR Operating Temperature|EMR Shutoff Class|EMR Max Inlet Pressure|EMR Max Outlet Pressure|EMR Valve Size Standard|EMR Max Outlet Pressure|EMR Fluid State|EMR Valve Size Standard,EMR,,TRUE
FALSE,Regulators-Relief-Valves-Accessories,Regulators-Relief-Valves,Regulators and Relief Valves Accessories,regulators-relief-valves-accessories,Products - Regulators and Relief Valves Accessories|Emerson,Browse Regulators and Relief Valves Accessories products,Manufacturer|EMR Industry|EMR Segment|EMR Application|EMR Certifications|EMR Valve Size|EMR Media|EMR Valve Type|EMR Max Inlet Pressure|EMR Max Outlet Pressure|EMR Operating Temperature|EMR Standards,EMR,,TRUE
FALSE,Reliability,Lifecycle-Services,Reliability,reliability,Lifecycle Services - Reliability Services | Emerson,Browse Reliability Services for Lifecycle Services,Manufacturer,EMR,,TRUE
FALSE,Reliability-Consulting,Consulting-Services,Reliability Consulting,reliability-consulting,Consulting Services - Reliability Consulting | Emerson,Browse Reliability Consulting Services,Manufacturer,EMR,,TRUE
FALSE,Relief-Backpressure-Regulators,Precision-Regulators-Valves,Relief / Backpressure Regulators,relief-backpressure-regulators,Products - Relief / Backpressure Regulators | Emerson,Browse Relief / Backpressure Regulators,Manufacturer|EMR Actuation|EMR Body Material|EMR Valve Function|EMR Media|EMR Pipe Port Size|EMR Flow Range Cv|EMR Max Operating Pressure Range|EMR Voltage|EMR Frequency|EMR Certifications|EMR Application|EMR Industry,EMR,,TRUE
FALSE,Relief-Valve-Back-Pressure-Regulators,Regulators-Relief-Valves,Relief Valve/Backpressure Regulators,relief-valve-back-pressure-regulators,Products - Relief Valve/Backpressure Regulators|Emerson,Browse Relief Valve/Backpressure Regulators products,Manufacturer|EMR Industry|EMR Segment|EMR Application|EMR Certifications|EMR Valve Size|EMR Media|EMR Valve Type|EMR Max Inlet Pressure|EMR Max Outlet Pressure|EMR Operating Temperature|EMR Standards,EMR,,TRUE
FALSE,Relief-Valves,Bulk-Storage-Transport-Equipment,Relief Valves,relief-valves,Products - Relief Valves|Emerson,Browse Relief Valves products,Manufacturer|EMR Industry|EMR Segment|EMR Application|EMR Certifications|EMR Valve Size|EMR Media|EMR Valve Type|EMR Max Inlet Pressure|EMR Max Outlet Pressure|EMR Operating Temperature|EMR Standards,EMR,,TRUE
FALSE,Repair,Maintenance,Repair,repair,Maintenance Services - Repair | Emerson,Browse Repair Maintenance Lifecycle Services,Manufacturer,EMR,,TRUE
TRUE,Rep-Contact-Information,Literature,Rep-Contact-Information,m-rep-contact-information,,,,PROTEAM,Rep-Contact-Information,TRUE
FALSE,Replacement-Filter-Elements,Air-Preparation,Replacement Filter Elements,replacement-filter-elements,Products - Replacement Filter Elements | Emerson,Browse Replacement Filter Elements ,Manufacturer|EMR Air Preparation Type|EMR Air Preparation Accessory Type|EMR Pipe Port Size|EMR Media|EMR Body Material|EMR Area Classification|EMR Protection class|EMR Voltage|EMR Frequency|EMR Certifications|EMR Application|EMR Industry,EMR,,TRUE
TRUE,Replacement-Parts,Filter-Tools-And-Parts,Replacement-Parts,m-replacement-parts,,,,PROTEAM,Replacement-Parts,TRUE
FALSE,Res-AC-Air-Conditioning-and-Chiller-Controls,Residential-Electronics,Air Conditioning and Chiller Controls,residential-ac-chiller-controls,Air Conditioning and Chiller Controls for Residential Air Conditioning | Emerson,,Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Res-AC-Compressor-Controls,Residential-Electronics,Compressor Controls,residential-ac-compressor-controls,Compressor Controls for Residential Air Conditioning | Emerson,,Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Res-AC-General-Purpose-Controls,Residential-Electronics,General Purpose Controls,residential-ac-general-purpose-controls,General Purpose Controls for Residential Air Conditioning | Emerson,,Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Res-AC-Heating-Controls,Residential-Electronics,Heating Controls,residential-ac-heating-controls,Heating Controls for Residential Air Conditioning | Emerson,,Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Res-AC-Humidity-Controls,Residential-Electronics,Humidity Controls,residential-ac-humidity-controls,Humidity Controls for Residential Air Conditioning | Emerson,,Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Res-AC-Parametric-Controls,Residential-Electronics,Parametric Controls,residential-ac-parametric-controls,Parametric Controls for Residential Air Conditioning | Emerson,,Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Res-AC-Power-Monitoring,Residential-Electronics,Power Monitoring,residential-ac-power-monitoring,Power Monitoring for Residential Air Conditioning | Emerson,,Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Res-AC-Programmable-Controls,Residential-Electronics,Programmable Controls,residential-ac-programmable-controls,Programmable Controls for Residential Air Conditioning | Emerson,,Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Res-AC-Remote-Monitoring-Controls,Residential-Electronics,Remote Monitoring Controls,residential-ac-remote-monitoring-controls,Remote Monitoring Controls for Residential Air Conditioning | Emerson,,Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Res-AC-Sensors-and-Accessories,Residential-Electronics,Sensors and Other Accessories,residential-ac-sensors-accessories,Sensors and Other Accessories for Residential Air Conditioning | Emerson,,Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Res-AC-Speed-Controllers-and-Inverters,Residential-Electronics,Speed Controllers and Inverters,residential-ac-speed-controllers-inverters,Speed Controllers and Inverters for Residential Air Conditioning | Emerson,,Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Reservoir-Engineering-Solutions,Reservoir-Management-Software,Reservoir Engineering Solutions,reservoir-engineering-solutions,Products - Reservoir Engineering Solutions|Emerson,Browse Reservoir Engineering Solutions products,,EMR,,TRUE
FALSE,Reservoir-Geology-Solutions,Reservoir-Management-Software,Reservoir Geology Solutions,reservoir-geology-solutions,Products - Reservoir Geology Solutions|Emerson,Browse Reservoir Geology Solutions products,,EMR,,TRUE
FALSE,Reservoir-Geophysics-Solutions,Reservoir-Management-Software,Reservoir Geophysics Solutions,reservoir-geophysics-solutions,Products - Reservoir Geophysics Solutions|Emerson,Browse Reservoir Geophysics Solutions products,,EMR,,TRUE
FALSE,Reservoir-Management-Software,Operations-Business-Management,Reservoir Management Software,reservoir-management-software,Products - Reservoir Management Software|Emerson,Browse Reservoir Management Software products,EMR Product Type|Manufacturer|EMR Industry,EMR,,TRUE
FALSE,Resident-Engineer,Maintenance,Resident Engineer,resident-engineer,Maintenance Services - Resident Engineer | Emerson,Browse Resident Engineer Maintenance Lifecycle Services,Manufacturer,EMR,,TRUE
FALSE,Residential-AC-Electronics,Heating-and-Air-Conditioning,Residential AC Electronics,residential-ac-electronics,,,EMR Input Voltage Range|EMR Platform|Manufacturer|EMR Industry|EMR Industry,CLIMATE,,TRUE
FALSE,Residential-After-Market,Residential-Air-Conditioning,Residential After Market,residential-after-market,,,EMR EER|EMR Application|EMR Refrigerant Type|EMR Capacity Range|EMR Hertz|EMR Voltage|EMR Platform|Manufacturer|EMR Industry|EMR Tandem Ready|EMR Sight Glass,CLIMATE,,TRUE
FALSE,Residential-Air-Conditioning,Heating-and-Air-Conditioning,Residential Air Conditioning,residential-air-conditioning,,,EMR Platform|Manufacturer|EMR Industry|EMR Hertz|EMR Voltage|EMR Tandem Ready|EMR Sight Glass,CLIMATE,,TRUE
FALSE,Residential-Air-Conditioning-Components,Heating-and-Air-Conditioning,Residential Air Conditioning Components,residential-air-conditioning-components,,,EMR Platform|Manufacturer|EMR Industry|EMR Voltage,CLIMATE,,TRUE
FALSE,Residential-Control-Products,Heating-and-Air-Conditioning,Residential Control Products,residential-control-products,,,EMR Platform|Manufacturer|EMR Industry|EMR Certifications|EMR Input Power|EMR Temperature Rise|EMR Hardware Configuration|EMR UL Recognized|EMR UL Recognized,CLIMATE,,TRUE
FALSE,Residential-Electronics,Heating-and-Air-Conditioning,Residential Electronics,residential-electronics,Residential Electronics,,EMR Input Voltage Range|EMR HVAC System Type|EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Residential-Floor-Heating-and-Air-Conditioning-System,Climate-Technologies,Residential Floor Heating and Air Conditioning System,residential-floor-heating-and-air-conditioning-system,Residential Floor Heating and Air Conditioning System,Residential-Floor-Heating-and-Air-Conditioning-System,EMR Input Power|EMR Application,CLIMATE,"Mini Chiller with fan coiler unit and floor heating as terminal parts, it is more comfortable and energy saving solution than AC and gas boiler",TRUE
FALSE,Residential-Heating-Cable-Systems,Indoor-Outdoor-Heating-Cables,Residential Heating Cable Systems,residential-heating-cable-systems,,,EMR Platform|Manufacturer|EMR Industry,EMR,,TRUE
FALSE,Residential-Heating-Components,Heating-and-Air-Conditioning,Residential Heating Components,residential-heating-components,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Residential-Modulating-Compressors,Residential-Air-Conditioning,Residential Modulating Compressors,residential-modulating-compressors,,,EMR EER|EMR Application|EMR Refrigerant Type|EMR Capacity Range|EMR Hertz|EMR Voltage|EMR Platform|Manufacturer|EMR Industry|EMR Tandem Ready|EMR Sight Glass,CLIMATE,,TRUE
FALSE,Residential-Scroll-Compressors,Heating-and-Air-Conditioning,Residential Scroll Compressors,residential-scroll-compressors,,,EMR EER|EMR Application|EMR Refrigerant Type|EMR Capacity Range|EMR Hertz|EMR Voltage|EMR Platform|Manufacturer|EMR Industry|EMR Tandem Ready|EMR Sight Glass,CLIMATE,,TRUE
FALSE,Residential-Service-Kits,Heating-and-Air-Conditioning,Residential Service Kits,residential-service-kits,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Residential-Single-Stage-Compressors,Residential-Air-Conditioning,Residential Single Stage Compressors,residential-single-stage-compressors,,,EMR EER|EMR Application|EMR Refrigerant Type|EMR Capacity Range|EMR Hertz|EMR Voltage|EMR Platform|Manufacturer|EMR Industry|EMR Tandem Ready|EMR Sight Glass,CLIMATE,,TRUE
FALSE,Residential-Two-Stage,Residential-Modulating-Compressors,Residential Two Stage,residential-two-stage,,,EMR EER|EMR Application|EMR Refrigerant Type|EMR Capacity Range|EMR Hertz|EMR Voltage|EMR Platform|Manufacturer|EMR Industry|EMR Tandem Ready|EMR Sight Glass,CLIMATE,,TRUE
FALSE,Residential-Variable-Speed,Residential-Modulating-Compressors,Residential Variable Speed,residential-variable-speed,,,EMR EER|EMR Application|EMR Refrigerant Type|EMR Capacity Range|EMR Hertz|EMR Voltage|EMR Platform|Manufacturer|EMR Industry|EMR Tandem Ready|EMR Sight Glass,CLIMATE,,TRUE
FALSE,Residential-Wet-Dry-Vacs,Vacuum-Equipment,Residential Wet/Dry Vacs,residential-wet-dry-vacs,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
